Licence number,Licence type,Start date,Status,Status date,Trading Status,Licence name,Address,Suburb,Postcode,Latitude,Longitude,LGA,Precinct,Region,Licensee,Business type,Authorisation restriction name,Extended trading,Reduced trading,Primary service,Right to keep gaming,Unrestricted,To 12am,To 3am,To 5am,SA2,Subject to Cap,Band,GMEs,PMPs,Auth limit,Unfulfilled Quota,GMT,EGMs,Year,Licensee ABN,Licensee ACN,Licensee Type
LIQH440010057,Liquor - hotel licence,2010-11-30 00:00:00,Current,2010-12-02 00:00:00,Trading,Bella Vista Hotel,13-15 Lexington Dr,BELLA VISTA,2153.0,-33.736545,150.948546,The Hills Shire,,Metropolitan,Richard Saliba,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming ",Yes,Yes,No,Yes,No,Yes,Yes,No,Baulkham Hills (West) - Bella Vista,No,1.0,30,0,30,0,30,30,2022,,,
LIQH440010052,Liquor - hotel licence,2010-10-29 00:00:00,Current,2010-11-12 00:00:00,Trading,Gibraltar Hotel Bowral,Centennial & Boronia Rds,BOWRAL,2576.0,-34.467371,150.413167,Wingecarribee,,Country,John Uliana,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming ",Yes,Yes,No,Yes,No,Yes,Yes,No,Bowral,No,1.0,0,0,0,0,0,0,2022,,,
LIQH440010015,Liquor - hotel licence,2008-12-18 00:00:00,Current,2009-05-11 00:00:00,Trading,Scary Canary,469-475 Kent Street,SYDNEY,2000.0,-33.873062,151.20491,Sydney,Sydney CBD Precinct,Metropolitan,Thomas Cooney,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming ",Yes,Yes,No,Yes,No,Yes,Yes,No,Sydney - Haymarket - The Rocks,No,2.0,0,0,0,0,0,0,2022,,,
LIQH440010006,Liquor - hotel licence,2008-08-20 00:00:00,Current,2008-12-22 00:00:00,Trading,Pullman at Sydney Olympic Park,"Sydney Olympic Park, Olympic Boulevard",SYDNEY OLYMPIC PARK,2127.0,-33.849006,151.068144,Parramatta,,Metropolitan,Nathan Cox,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Homebush Bay - Silverwater,No,1.0,0,0,0,0,0,0,2022,,,
LIQH424013942,Liquor - hotel licence,2005-12-16 00:00:00,Current,2005-12-16 00:00:00,Trading,The Mercure Hotel Sydney,818-820 George St,CHIPPENDALE,2008.0,-33.884251,151.203022,Sydney,,Metropolitan,SCHWARTZ FAMILY CO PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Redfern - Chippendale,No,2.0,10,0,10,0,10,10,2022,,,
LIQH424012737,Liquor - hotel licence,2004-05-14 00:00:00,Current,2004-05-14 00:00:00,Trading,Sofitel Sydney Wentworth,61-101 Phillip St,SYDNEY,2000.0,-33.865373,151.210812,Sydney,Sydney CBD Precinct,Metropolitan,ANANKE HOLDINGS PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Sydney - Haymarket - The Rocks,No,2.0,0,0,0,0,0,0,2022,,,
LIQH424011858,Liquor - hotel licence,2003-01-07 00:00:00,Current,2003-01-07 00:00:00,Trading,Bank Tavern Kogarah,G & L 1 1-3 Belgrave St,KOGARAH,2217.0,-33.964281,151.132734,Georges River,,Metropolitan,Marlow Investments (No 3) Pty Limited,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming ",Yes,Yes,No,Yes,No,Yes,Yes,No,Kogarah,No,2.0,12,12,24,0,24,24,2022,,,
LIQH424009773,Liquor - hotel licence,2002-06-17 00:00:00,Current,2022-10-28 00:00:00,Trading,Drifters Wharf,12 Dane Dr,GOSFORD,2250.0,-33.432095,151.339715,Central Coast,,Metropolitan,THE BROADWATER GROUP PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Minors functions authorisation,Reduced trad",Yes,Yes,No,Yes,No,Yes,Yes,No,Gosford - Springfield,No,2.0,0,0,0,0,0,0,2022,,,
LIQH424009765,Liquor - hotel licence,2002-06-13 00:00:00,Current,2002-06-13 00:00:00,Trading,Side Bar,"Basement Level, 509 Pitt St & 814 George St",HAYMARKET,2000.0,-33.882329,151.204699,Sydney,Sydney CBD Precinct,Metropolitan,MILLCRIST INVESTMENTS PTY LIMITED,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming ",Yes,Yes,No,Yes,No,Yes,Yes,No,Sydney - Haymarket - The Rocks,No,2.0,0,0,0,0,0,0,2022,,,
LIQH424009187,Liquor - hotel licence,2001-08-31 00:00:00,Current,2020-10-21 00:00:00,Trading,Barrio Cellar,Part Basement 53 Martin Pl,SYDNEY,2000.0,-33.868008,151.210901,Sydney,Sydney CBD Precinct,Metropolitan,BARRIO CELLAR PTY LTD,Full hotel,"Extended trading authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Sydney - Haymarket - The Rocks,No,2.0,0,0,0,0,0,0,2022,,,
LIQH424008586,Liquor - hotel licence,2000-09-29 00:00:00,Current,2000-09-29 00:00:00,Trading,RAMADA HOTEL & SUITES SYDNEY CABRAMATTA,161 Hume Hwy,LANSVALE,2166.0,-33.894534,150.956121,Fairfield,,Metropolitan,LEWIS HOTELS ( LANSVALE ) PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Cabramatta - Lansvale,Yes,3.0,25,0,25,0,25,25,2022,,,
LIQH424008188,Liquor - hotel licence,2000-04-13 00:00:00,Current,2000-04-13 00:00:00,Trading,Shelbourne Hotel,200 Sussex Street,SYDNEY,2000.0,-33.871237,151.204102,Sydney,Sydney CBD Precinct,Metropolitan,Jason Powell,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Sydney - Haymarket - The Rocks,No,2.0,15,0,15,0,15,15,2022,,,
LIQH424008103,Liquor - hotel licence,2000-03-07 00:00:00,Current,2000-03-07 00:00:00,Trading,Amora Hotel Jamison Sydney,11-19 Jamison St,SYDNEY,2000.0,-33.864558,151.206305,Sydney,Sydney CBD Precinct,Metropolitan,Abhishek Sinha,Full hotel,"Extended trading authorisation,Minors area authorisation,Minors functions authorisation,Right to kee",Yes,No,No,Yes,No,Yes,Yes,Yes,Sydney - Haymarket - The Rocks,No,2.0,0,0,0,0,0,0,2022,,,
LIQH424007933,Liquor - hotel licence,1999-12-06 00:00:00,Current,1999-12-06 00:00:00,Trading,Swissotel Sydney on Market Street,L 8-25 68 Market St,SYDNEY,2000.0,-33.870627,151.207529,Sydney,Sydney CBD Precinct,Metropolitan,David Ross,Full hotel,"Extended trading authorisation,Minors functions authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Sydney - Haymarket - The Rocks,No,2.0,0,0,0,0,0,0,2022,,,
LIQH424007684,Liquor - hotel licence,1999-08-23 00:00:00,Current,1999-08-23 00:00:00,Trading,The Fullerton Hotel Sydney,1 Martin Pl,SYDNEY,2000.0,-33.867792,151.207748,Sydney,Sydney CBD Precinct,Metropolitan,Andrew Adams,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Sydney - Haymarket - The Rocks,No,2.0,0,0,0,0,0,0,2022,,,
LIQH424007645,Liquor - hotel licence,1999-07-21 00:00:00,Current,1999-07-21 00:00:00,Trading,Campbelltown Club Hotel,32 Blaxland Rd,CAMPBELLTOWN,2560.0,-34.05986,150.814386,Campbelltown,,Metropolitan,Gary Bastable,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Campbelltown - Woodbine,Yes,3.0,21,7,28,0,28,28,2022,,,
LIQH424007367,Liquor - hotel licence,1999-02-22 00:00:00,Current,1999-02-22 00:00:00,Trading,Pullman Quay Grand Sydney Harbour,61-69 Macquarie St,SYDNEY,2000.0,-33.860834,151.212908,Sydney,Sydney CBD Precinct,Metropolitan,Steven Savic,Full hotel,"Extended trading authorisation,Minors area authorisation,Minors functions authorisation,Right to kee",Yes,No,No,Yes,No,Yes,Yes,Yes,Sydney - Haymarket - The Rocks,No,2.0,0,0,0,0,0,0,2022,,,
LIQH424007293,Liquor - hotel licence,1999-01-13 00:00:00,Current,1999-01-13 00:00:00,Trading,The Macarthur Tavern,Lot 500 Bolger St,CAMPBELLTOWN,2560.0,-34.074279,150.79856,Campbelltown,,Metropolitan,David McCarthy,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Campbelltown - Woodbine,Yes,3.0,25,0,25,0,25,25,2022,,,
LIQH424007134,Liquor - hotel licence,1998-10-29 00:00:00,Current,1998-10-29 00:00:00,Trading,Pontoon Bar,"Cockle Bay Wharf, Darling Park, Tenancy 112 201 Sussex St",SYDNEY,2000.0,-33.87119,151.203012,Sydney,Sydney CBD Precinct,Metropolitan,Roberto Chamorro,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Sydney - Haymarket - The Rocks,No,2.0,15,0,15,0,15,12,2022,,,
LIQH424006304,Liquor - hotel licence,1997-07-31 00:00:00,Current,2019-06-27 00:00:00,Trading,Schirrmo's Bar,11-23 Rawson Pl,HAYMARKET,2000.0,-33.881678,151.20532,Sydney,Sydney CBD Precinct,Metropolitan,YHA NSW Ltd,Full hotel,"Extended trading authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Sydney - Haymarket - The Rocks,No,2.0,0,0,0,0,0,0,2022,,,
LIQH424006252,Liquor - hotel licence,1997-06-30 00:00:00,Current,2021-06-30 00:00:00,Trading,Stonewall Hotel,175 Oxford St,DARLINGHURST,2010.0,-33.880467,151.216228,Sydney,Sydney CBD Precinct,Metropolitan,Linda Warren,Full hotel,"Extended trading authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Darlinghurst,No,1.0,15,0,15,0,15,15,2022,,,
LIQH424004084,Liquor - hotel licence,1993-01-18 00:00:00,Current,1993-01-18 00:00:00,Trading,Uncle Buck's Hotel,Unit 4 13 Mount St,MOUNT DRUITT,2770.0,-33.766059,150.824031,Blacktown,,Metropolitan,Donna Longbottom,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Mount Druitt - Whalan,Yes,3.0,25,5,30,0,30,30,2022,,,
LIQH424003599,Liquor - hotel licence,1991-12-13 00:00:00,Current,1991-12-13 00:00:00,Trading,Moonee Beach Hotel,Lot 4 Pacific Hwy,MOONEE BEACH,2450.0,-30.20494,153.150007,Coffs Harbour,,Country,Hugh Gillroy,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Korora - Emerald Beach,No,1.0,30,0,30,0,30,30,2022,,,
LIQH424003472,Liquor - hotel licence,1991-09-09 00:00:00,Current,1991-09-09 00:00:00,Trading,Quakers Inn,Lot 1 Railway Rd,QUAKERS HILL,2763.0,-33.725551,150.883979,Blacktown,,Metropolitan,Lewis Hotels (Quakers Inn)Pty Ltd,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Quakers Hill,No,1.0,15,15,30,0,30,30,2022,,,
LIQH424003447,Liquor - hotel licence,1991-08-19 00:00:00,Current,2022-10-28 00:00:00,Trading,The Globe Hotel,2-19 Sanger St,COROWA,2646.0,-36.000617,146.390853,Federation,,Country,Globe Hotel (Aust) Pty Ltd,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Corowa,Yes,3.0,0,0,0,0,0,0,2022,,,
LIQH424003411,Liquor - hotel licence,1991-08-06 00:00:00,Current,1991-08-06 00:00:00,Trading,Murrumbateman Country Inn,Barton Hwy & Hercules St,MURRUMBATEMAN,2582.0,-34.969102,149.02985,Yass Valley,,Country,Mitchell Quinn,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Yass Region,No,1.0,12,0,12,0,12,12,2022,,,
LIQH424002828,Liquor - hotel licence,1990-06-19 00:00:00,Current,1990-06-19 00:00:00,Trading,Park Hyatt Sydney,Campbells Cove 7 Hickson Rd,THE ROCKS,2000.0,-33.855748,151.209404,Sydney,Sydney CBD Precinct,Metropolitan,Samuel Dabinett,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Sydney - Haymarket - The Rocks,No,2.0,0,0,0,0,0,0,2022,,,
LIQH424001715,Liquor - hotel licence,1988-11-04 00:00:00,Current,1988-11-04 00:00:00,Trading,Watershed Hotel,Shop 198 & 347 Harbourside Shopping Centre,SYDNEY,2000.0,-33.872326,151.199192,Sydney,,Metropolitan,James Stevenson,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Sydney - Haymarket - The Rocks,No,2.0,0,0,0,0,0,0,2022,,,
LIQH424000926,Liquor - hotel licence,1987-12-15 00:00:00,Current,1987-12-15 00:00:00,Trading,Eagle Hawk Hotel,RMB 1542 Federal Hwy,SUTTON,2620.0,-35.202851,149.211506,Queanbeyan-Palerang Regional,,Country,Robert Pastrello,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Queanbeyan Region,No,1.0,19,0,19,0,19,19,2022,,,
LIQH424000551,Liquor - hotel licence,1987-10-08 00:00:00,Current,2021-06-28 00:00:00,Trading,Ibis Styles Canberra Eaglehawk,Eagle Hawk Hill Federal Hwy,Sutton,2620.0,-35.203937,149.208995,Queanbeyan-Palerang Regional,,Country,EAGLEHAWK HOTEL MANAGEMENT PTY LIMITED,Full hotel,"Extended trading authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Queanbeyan Region,No,1.0,0,0,0,0,0,0,2022,,,
LIQH400115512,Liquor - hotel licence,1986-06-06 00:00:00,Current,1986-06-06 00:00:00,Trading,The Showground Tavern,59-63 Richmond Rd,BLACKTOWN,2148.0,-33.764158,150.902792,Blacktown,,Metropolitan,Jackson Walker,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Blacktown (North) - Marayong,No,2.0,30,0,30,0,30,30,2022,,,
LIQH400115415,Liquor - hotel licence,1986-05-23 00:00:00,Current,1986-05-23 00:00:00,Trading,Old Bar Tavern,Old Bar & Saltwater Rds,OLD BAR,2430.0,-31.966991,152.56588,Mid-Coast,,Country,Kelly & Co Hotels (Old Bar) Pty Ltd,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Old Bar - Manning Point - Red Head,No,2.0,18,0,18,5,23,15,2022,,,
LIQH400106874,Liquor - hotel licence,1982-12-17 00:00:00,Current,1982-12-17 00:00:00,Trading,Lightning Ridge Hotel Motel,Onyx St,LIGHTNING RIDGE,2834.0,-29.429177,147.974095,Walgett,,Country,John Dowd,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Walgett - Lightning Ridge,Yes,3.0,14,0,14,0,14,14,2022,,,
LIQH400106866,Liquor - hotel licence,1982-10-29 00:00:00,Current,1982-10-29 00:00:00,Trading,Towradgi Beach Hotel,170 Pioneer Rd,FAIRY MEADOW,2519.0,-34.388971,150.904368,Wollongong,,Metropolitan,OSCARS HOTELS PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Minors functions authorisation,Right to kee",Yes,No,No,Yes,No,Yes,Yes,No,Balgownie - Fairy Meadow,No,2.0,19,4,23,0,23,23,2022,,,
LIQH400106858,Liquor - hotel licence,1982-09-23 00:00:00,Current,1982-09-23 00:00:00,Trading,Bull And Bush Hotel Motel,Lot 12 Ferodale Rd,MEDOWIE,2318.0,-32.740648,151.863032,Port Stephens,,Country,Eileen Clark,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Williamtown - Medowie - Karuah,No,1.0,30,0,30,0,30,30,2022,,,
LIQH400103875,Liquor - hotel licence,1982-07-09 00:00:00,Current,1982-07-09 00:00:00,Trading,Camellia Hotel,132 JAMES RUSE DR,ROSEHILL,2142.0,-33.819873,151.021428,Parramatta,,Metropolitan,Viet Do,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Parramatta - Rosehill,No,2.0,30,0,30,0,30,30,2022,,,
LIQH400106831,Liquor - hotel licence,1982-07-05 00:00:00,Current,1982-07-05 00:00:00,Trading,Imperial Hotel,North Pde & Rooty Hill Rd North,ROOTY HILL,2766.0,-33.771389,150.843352,Blacktown,,Metropolitan,Zachary Jones,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Rooty Hill - Minchinbury,No,2.0,30,0,30,0,30,30,2022,,,
LIQH400106793,Liquor - hotel licence,1982-05-21 00:00:00,Current,1982-05-21 00:00:00,Trading,Macquarie Inn Hotel/Motel,Wheelers Lane & Birch Ave,DUBBO,2830.0,-32.250879,148.631305,Dubbo Regional,,Country,Taylor Hind,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Dubbo - South,No,2.0,25,0,25,0,25,25,2022,,,
LIQH400106777,Liquor - hotel licence,1981-07-31 00:00:00,Current,1981-07-31 00:00:00,Trading,The Settlers,Hely St,WEST GOSFORD,2250.0,-33.426128,151.32934,Central Coast,,Metropolitan,Adrian Evans,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Gosford - Springfield,No,2.0,20,0,20,0,20,20,2022,,,
LIQH400113943,Liquor - hotel licence,1981-07-31 00:00:00,Current,1981-07-31 00:00:00,Trading,Peach Tree Inn Hotel,Peachtree & Castlereagh Rds,PENRITH,2750.0,-33.744829,150.690001,Penrith,,Metropolitan,Marlow Investments (No 3) Pty Limited,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Penrith,Yes,3.0,24,0,24,0,24,24,2022,,,
LIQH400123264,Liquor - hotel licence,1979-08-14 00:00:00,Current,1979-08-14 00:00:00,Trading,Gemini Hotel,201-227 Banna Avenue,GRIFFITH,2680.0,-34.287875,146.048557,Griffith,,Country,NORTH RYDGE PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Minors functions authorisation,Right to kee",Yes,No,No,Yes,No,Yes,Yes,No,Griffith (NSW),Yes,3.0,29,0,29,0,29,29,2022,,,
LIQH400123205,Liquor - hotel licence,1978-12-11 00:00:00,Current,1978-12-11 00:00:00,Trading,Archer Hotel Nowra,Kalander St,NOWRA,2541.0,-34.888158,150.605296,Shoalhaven,,Country,Dane Koglin,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Nowra,Yes,3.0,15,0,15,0,15,15,2022,,,
LIQH400123191,Liquor - hotel licence,1978-12-06 00:00:00,Current,1978-12-06 00:00:00,Trading,The Dam Hotel,Pacific Hwy & Minnesota Rd,HAMLYN TERRACE,2259.0,-33.261778,151.464216,Central Coast,,Metropolitan,MACDOUGAL (HOTELS) PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming ",Yes,Yes,No,Yes,No,Yes,Yes,No,Warnervale - Wadalba,No,1.0,22,0,22,0,22,22,2022,,,
LIQH400123124,Liquor - hotel licence,1974-12-23 00:00:00,Current,1974-12-23 00:00:00,Trading,Mariner's Lodge Hotel,31 Orient St,BATEMANS BAY,2536.0,-35.707925,150.178516,Eurobodalla,,Country,AUSTRALIA RENEWABLE ENERGY INVESTMENT PTY. LTD.,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Batemans Bay,Yes,3.0,0,0,0,0,0,0,2022,,,
LIQH400123116,Liquor - hotel licence,1974-12-06 00:00:00,Current,1974-12-06 00:00:00,Trading,Kincumber Hotel,6 Carrak Rd,KINCUMBER,2251.0,-33.469064,151.382749,Central Coast,,Metropolitan,Jayson Lawry,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Kincumber - Picketts Valley,No,2.0,23,0,23,0,23,23,2022,,,
LIQH400106769,Liquor - hotel licence,1973-11-12 00:00:00,Current,1973-11-12 00:00:00,Trading,The Winston,Caroline Chisholm Dr & Junction St,WINSTON HILLS,2153.0,-33.773638,150.971413,The Hills Shire,,Metropolitan,Khim Poudel,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming ",Yes,Yes,No,Yes,No,Yes,Yes,No,Winston Hills,No,1.0,15,15,30,0,30,30,2022,,,
LIQH400123086,Liquor - hotel licence,1973-05-11 00:00:00,Current,1973-05-11 00:00:00,Trading,Vineyard Hotel,Windsor & Boundary Rds,VINEYARD,2765.0,-33.655576,150.874104,Hawkesbury,,Metropolitan,Kareena Glover,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Pitt Town - McGraths Hill,No,1.0,30,0,30,0,30,30,2022,,,
LIQH400106750,Liquor - hotel licence,1973-04-12 00:00:00,Current,1973-04-12 00:00:00,Trading,Potts Point Hotel,33-37 Darlinghurst Rd,POTTS POINT,2011.0,-33.873366,151.223741,Sydney,Kings Cross Precinct,Metropolitan,Joel McDermott,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Potts Point - Woolloomooloo,No,1.0,25,0,25,0,25,25,2022,,,
LIQH400123078,Liquor - hotel licence,1973-04-09 00:00:00,Current,1973-04-09 00:00:00,Trading,Lockies Hotel,Ingleburn Rd,LEPPINGTON,2179.0,-33.967786,150.814007,Camden,,Metropolitan,Catena Rech,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Cobbitty - Leppington,No,1.0,24,6,30,0,30,30,2022,,,
LIQH400123051,Liquor - hotel licence,1972-11-22 00:00:00,Current,1972-11-22 00:00:00,Trading,Plumpton Hotel,556 Richmond Rd,GLENDENNING,2761.0,-33.740309,150.860994,Blacktown,,Metropolitan,Helen McGrath,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Glendenning - Dean Park,No,2.0,20,10,30,0,30,30,2022,,,
LIQH400123035,Liquor - hotel licence,1972-09-28 00:00:00,Current,1972-09-28 00:00:00,Trading,Goonellabah Tavern & Motel,Ballina RD,GOONELLABAH,2480.0,-28.814142,153.338923,Lismore,,Country,G'BAH TAVERN PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming ",Yes,Yes,No,Yes,No,Yes,Yes,No,Goonellabah,No,2.0,30,0,30,0,30,30,2022,,,
LIQH400123027,Liquor - hotel licence,1972-07-24 00:00:00,Current,1972-07-24 00:00:00,Trading,Minto Mirage,Surrey St,MINTO,2566.0,-34.027264,150.843363,Campbelltown,,Metropolitan,Kelly Clancy,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Minto - St Andrews,No,2.0,19,9,28,0,28,28,2022,,,
LIQH400123000,Liquor - hotel licence,1971-07-27 00:00:00,Current,1971-07-27 00:00:00,Trading,Brolga Hotel Motel,Kingfisher Ave & Brolga Pl,COLEAMBALLY,2707.0,-34.805776,145.881002,Murrumbidgee,,Country,Darren Maddison,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Griffith Region,No,2.0,9,0,9,0,9,9,2022,,,
LIQH400121466,Liquor - hotel licence,1971-03-10 00:00:00,Current,2021-07-07 00:00:00,Trading,The Edge Hotel Motel,Sturt Hwy,BURONGA,2739.0,-34.173856,142.192004,Wentworth,,Country,Jordan Pretscherer,Full hotel,"Extended trading authorisation,Minors area authorisation,Minors functions authorisation,Right to kee",Yes,No,No,Yes,No,Yes,Yes,Yes,Wentworth - Buronga,Yes,3.0,0,0,0,0,0,0,2022,,,
LIQH400106734,Liquor - hotel licence,1970-12-02 00:00:00,Current,2021-07-23 00:00:00,Trading,El Toro Motor Inn,6 HOMEPRIDE AV,WARWICK FARM,2170.0,-33.912323,150.924033,Liverpool,,Metropolitan,Xuan Le,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Warwick Farm,Yes,3.0,20,10,30,0,30,30,2022,,,
LIQH400122993,Liquor - hotel licence,1970-05-29 00:00:00,Current,1970-05-29 00:00:00,Trading,Rydalmere Tavern,275-279 Victoria Rd,RYDALMERE,2116.0,-33.811608,151.034394,Parramatta,,Metropolitan,Kai Ying Chen,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming ",Yes,Yes,No,Yes,No,Yes,Yes,No,Ermington - Rydalmere,No,1.0,30,0,30,0,30,30,2022,,,
LIQH400122977,Liquor - hotel licence,1968-12-13 00:00:00,Current,1968-12-13 00:00:00,Trading,Westside Hotel Motel,22-30 Whylandra St,DUBBO,2830.0,-32.249558,148.592647,Dubbo Regional,,Country,Rodney Webster,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Dubbo - West,No,2.0,24,0,24,0,24,24,2022,,,
LIQH400122942,Liquor - hotel licence,1967-11-10 00:00:00,Current,2022-11-15 00:00:00,Trading,Jindera Hotel,Urana St,JINDERA,2642.0,-35.956974,146.890417,Greater Hume Shire,,Country,BROLAN THREE PTY LIMITED,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Albury Region,No,1.0,10,0,10,0,10,10,2022,,,
LIQH400115490,Liquor - hotel licence,1967-10-09 00:00:00,Current,2015-06-30 00:00:00,Trading,Fairmont Resort,1 Sublime Point Rd,LEURA,2780.0,-33.721967,150.349852,Blue Mountains,,Metropolitan,SCHWARTZ FAMILY CO PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming ",Yes,Yes,No,Yes,No,Yes,Yes,No,Katoomba - Leura,No,2.0,0,0,0,0,0,0,2022,,,
LIQH400106424,Liquor - hotel licence,1966-12-12 00:00:00,Current,1966-12-12 00:00:00,Trading,The Flynn,61-101 Phillip St,SYDNEY,2000.0,-33.865373,151.210812,Sydney,Sydney CBD Precinct,Metropolitan,WALL STREET BAR PTY LIMITED,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Sydney - Haymarket - The Rocks,No,2.0,15,0,15,0,15,15,2022,,,
